filename,size,size_gb
chunk_71-00032-of-00267.parquet,289701440,0.27
chunk_71-00033-of-00267.parquet,290322673,0.27
chunk_71-00034-of-00267.parquet,261463246,0.244
chunk_71-00035-of-00267.parquet,280007144,0.261
chunk_71-00036-of-00267.parquet,278348026,0.259
chunk_71-00037-of-00267.parquet,241797345,0.225
chunk_71-00038-of-00267.parquet,288702121,0.269
chunk_71-00039-of-00267.parquet,216476117,0.202
chunk_71-00040-of-00267.parquet,235962601,0.22
chunk_71-00041-of-00267.parquet,225962215,0.21
chunk_71-00042-of-00267.parquet,244353939,0.228
chunk_71-00043-of-00267.parquet,252640829,0.235
chunk_71-00044-of-00267.parquet,287272148,0.268
chunk_71-00045-of-00267.parquet,265544985,0.247
chunk_71-00046-of-00267.parquet,224578663,0.209
chunk_71-00047-of-00267.parquet,211646638,0.197
chunk_71-00048-of-00267.parquet,230277653,0.214
chunk_71-00049-of-00267.parquet,263440266,0.245
chunk_71-00050-of-00267.parquet,261193422,0.243
chunk_71-00051-of-00267.parquet,334776863,0.312
chunk_71-00052-of-00267.parquet,267319153,0.249
chunk_71-00053-of-00267.parquet,273149650,0.254
chunk_71-00054-of-00267.parquet,168335418,0.157
chunk_71-00055-of-00267.parquet,134557780,0.125
chunk_71-00056-of-00267.parquet,111188328,0.104
chunk_71-00057-of-00267.parquet,117390464,0.109
chunk_71-00058-of-00267.parquet,121521989,0.113
chunk_71-00059-of-00267.parquet,127652647,0.119
chunk_71-00060-of-00267.parquet,117811053,0.11
chunk_71-00061-of-00267.parquet,131917516,0.123
chunk_71-00062-of-00267.parquet,136051082,0.127
chunk_71-00063-of-00267.parquet,104728842,0.098
chunk_71-00064-of-00267.parquet,89299466,0.083
chunk_71-00065-of-00267.parquet,88110251,0.082
chunk_71-00066-of-00267.parquet,91608190,0.085
chunk_71-00067-of-00267.parquet,82216949,0.077
chunk_71-00068-of-00267.parquet,90494470,0.084
chunk_71-00069-of-00267.parquet,93135419,0.087
chunk_71-00070-of-00267.parquet,83445677,0.078
chunk_71-00071-of-00267.parquet,84395922,0.079
chunk_71-00072-of-00267.parquet,71589896,0.067
chunk_71-00073-of-00267.parquet,76761693,0.071
chunk_71-00074-of-00267.parquet,83250499,0.078
chunk_71-00075-of-00267.parquet,77232573,0.072
chunk_71-00076-of-00267.parquet,78214997,0.073
chunk_71-00077-of-00267.parquet,77650060,0.072
chunk_71-00078-of-00267.parquet,80267096,0.075
chunk_71-00079-of-00267.parquet,79671496,0.074
chunk_71-00080-of-00267.parquet,68249798,0.064
chunk_71-00081-of-00267.parquet,76809979,0.072
chunk_71-00082-of-00267.parquet,93642817,0.087
chunk_71-00083-of-00267.parquet,118501207,0.11
chunk_71-00084-of-00267.parquet,147177161,0.137
chunk_71-00085-of-00267.parquet,125695523,0.117
chunk_71-00086-of-00267.parquet,107841320,0.1
chunk_71-00087-of-00267.parquet,169093662,0.157
chunk_71-00088-of-00267.parquet,120108333,0.112
chunk_71-00089-of-00267.parquet,114074136,0.106
chunk_71-00090-of-00267.parquet,129385962,0.121
chunk_71-00091-of-00267.parquet,123777504,0.115
chunk_71-00092-of-00267.parquet,168581029,0.157
chunk_71-00093-of-00267.parquet,201419581,0.188
chunk_71-00094-of-00267.parquet,145176062,0.135
chunk_71-00095-of-00267.parquet,95577753,0.089
chunk_71-00096-of-00267.parquet,73255500,0.068
chunk_71-00097-of-00267.parquet,52947109,0.049
chunk_71-00098-of-00267.parquet,63160158,0.059
chunk_71-00099-of-00267.parquet,67627526,0.063
chunk_71-00100-of-00267.parquet,72856832,0.068
chunk_71-00101-of-00267.parquet,72849274,0.068
chunk_71-00102-of-00267.parquet,72186607,0.067
chunk_71-00103-of-00267.parquet,41768772,0.039
chunk_71-00104-of-00267.parquet,37233488,0.035
chunk_71-00105-of-00267.parquet,31815686,0.03
chunk_71-00106-of-00267.parquet,33380015,0.031
chunk_71-00107-of-00267.parquet,28104527,0.026
chunk_71-00108-of-00267.parquet,37344380,0.035
chunk_71-00109-of-00267.parquet,26130637,0.024
chunk_71-00110-of-00267.parquet,36537171,0.034
chunk_71-00111-of-00267.parquet,42984394,0.04
chunk_71-00112-of-00267.parquet,31714993,0.03
chunk_71-00113-of-00267.parquet,137362354,0.128
chunk_71-00114-of-00267.parquet,185163635,0.172
chunk_71-00115-of-00267.parquet,174493898,0.163
chunk_71-00116-of-00267.parquet,200245609,0.186
chunk_71-00117-of-00267.parquet,185720702,0.173
chunk_71-00118-of-00267.parquet,184365010,0.172
chunk_71-00119-of-00267.parquet,191028653,0.178
chunk_71-00120-of-00267.parquet,192636982,0.179
chunk_71-00121-of-00267.parquet,185430554,0.173
chunk_71-00122-of-00267.parquet,177315049,0.165
chunk_71-00123-of-00267.parquet,171860867,0.16
chunk_71-00124-of-00267.parquet,172347871,0.161
chunk_71-00125-of-00267.parquet,167992758,0.156
chunk_71-00126-of-00267.parquet,167654712,0.156
chunk_71-00127-of-00267.parquet,154905054,0.144
chunk_71-00128-of-00267.parquet,145376704,0.135
chunk_71-00129-of-00267.parquet,170530086,0.159
chunk_71-00130-of-00267.parquet,215190854,0.2
chunk_71-00131-of-00267.parquet,191809871,0.179
chunk_71-00132-of-00267.parquet,209115299,0.195
chunk_71-00133-of-00267.parquet,193373591,0.18
chunk_71-00134-of-00267.parquet,207972828,0.194
chunk_71-00135-of-00267.parquet,210613688,0.196
chunk_71-00136-of-00267.parquet,195965796,0.183
chunk_71-00137-of-00267.parquet,168369977,0.157
chunk_71-00138-of-00267.parquet,158014214,0.147
chunk_71-00139-of-00267.parquet,133043449,0.124
chunk_71-00140-of-00267.parquet,139211885,0.13
chunk_71-00141-of-00267.parquet,181390340,0.169
chunk_71-00142-of-00267.parquet,192571438,0.179
chunk_71-00143-of-00267.parquet,194137703,0.181
chunk_71-00144-of-00267.parquet,210540742,0.196
chunk_71-00145-of-00267.parquet,219974670,0.205
chunk_71-00146-of-00267.parquet,195060528,0.182
chunk_71-00147-of-00267.parquet,217889178,0.203
chunk_71-00148-of-00267.parquet,221383289,0.206
chunk_71-00149-of-00267.parquet,207571046,0.193
chunk_71-00150-of-00267.parquet,204776337,0.191
chunk_71-00151-of-00267.parquet,211023544,0.197
chunk_71-00152-of-00267.parquet,234122532,0.218
chunk_71-00153-of-00267.parquet,231167336,0.215
chunk_71-00154-of-00267.parquet,247102243,0.23
chunk_71-00155-of-00267.parquet,223079413,0.208
chunk_71-00156-of-00267.parquet,219784878,0.205
chunk_71-00157-of-00267.parquet,202266202,0.188
chunk_71-00158-of-00267.parquet,202684170,0.189
chunk_71-00159-of-00267.parquet,193243441,0.18
chunk_71-00160-of-00267.parquet,202052731,0.188
chunk_71-00161-of-00267.parquet,214924198,0.2
chunk_71-00162-of-00267.parquet,269279674,0.251
chunk_71-00163-of-00267.parquet,346672724,0.323
chunk_71-00164-of-00267.parquet,280204056,0.261
chunk_71-00165-of-00267.parquet,248950407,0.232
chunk_71-00166-of-00267.parquet,204553599,0.191
chunk_71-00167-of-00267.parquet,186068018,0.173
chunk_71-00168-of-00267.parquet,174874783,0.163
chunk_71-00169-of-00267.parquet,175615395,0.164
chunk_71-00170-of-00267.parquet,188234681,0.175
chunk_71-00171-of-00267.parquet,184259515,0.172
chunk_71-00172-of-00267.parquet,164432717,0.153
chunk_71-00173-of-00267.parquet,141043763,0.131
chunk_71-00174-of-00267.parquet,116043910,0.108
chunk_71-00175-of-00267.parquet,156981115,0.146
chunk_71-00176-of-00267.parquet,156593037,0.146
chunk_71-00177-of-00267.parquet,107604854,0.1
chunk_71-00178-of-00267.parquet,110823775,0.103
chunk_71-00179-of-00267.parquet,116771573,0.109
chunk_71-00180-of-00267.parquet,120992534,0.113
chunk_71-00181-of-00267.parquet,120317676,0.112
chunk_71-00182-of-00267.parquet,134571294,0.125
chunk_71-00183-of-00267.parquet,131584161,0.123
chunk_71-00184-of-00267.parquet,153160189,0.143
chunk_71-00185-of-00267.parquet,145369658,0.135
chunk_71-00186-of-00267.parquet,127108775,0.118
chunk_71-00187-of-00267.parquet,82949242,0.077
chunk_71-00188-of-00267.parquet,111520259,0.104
chunk_71-00189-of-00267.parquet,125615135,0.117
chunk_71-00190-of-00267.parquet,118749236,0.111
chunk_71-00191-of-00267.parquet,119967522,0.112
chunk_71-00192-of-00267.parquet,114202721,0.106
chunk_71-00193-of-00267.parquet,99710024,0.093
chunk_71-00194-of-00267.parquet,116776778,0.109
chunk_71-00195-of-00267.parquet,90869502,0.085
chunk_71-00196-of-00267.parquet,85323045,0.079
chunk_71-00197-of-00267.parquet,102862143,0.096
chunk_71-00198-of-00267.parquet,134688575,0.125
chunk_71-00199-of-00267.parquet,155437017,0.145
chunk_71-00200-of-00267.parquet,170545631,0.159
chunk_71-00201-of-00267.parquet,173702487,0.162
chunk_71-00202-of-00267.parquet,184978775,0.172
chunk_71-00203-of-00267.parquet,189248107,0.176
chunk_71-00204-of-00267.parquet,198921079,0.185
chunk_71-00205-of-00267.parquet,205125063,0.191
chunk_71-00206-of-00267.parquet,220453118,0.205
chunk_71-00207-of-00267.parquet,210104735,0.196
chunk_71-00208-of-00267.parquet,205280732,0.191
chunk_71-00209-of-00267.parquet,203015529,0.189
chunk_71-00210-of-00267.parquet,176552827,0.164
chunk_71-00211-of-00267.parquet,124479642,0.116
chunk_71-00212-of-00267.parquet,101815921,0.095
chunk_71-00213-of-00267.parquet,121945027,0.114
chunk_71-00214-of-00267.parquet,153973727,0.143
chunk_71-00215-of-00267.parquet,170198810,0.159
chunk_71-00216-of-00267.parquet,176591037,0.164
chunk_71-00217-of-00267.parquet,180554552,0.168
chunk_71-00218-of-00267.parquet,194417801,0.181
chunk_71-00219-of-00267.parquet,199791126,0.186
chunk_71-00220-of-00267.parquet,199055976,0.185
chunk_71-00221-of-00267.parquet,184409227,0.172
chunk_71-00222-of-00267.parquet,175412966,0.163
chunk_71-00223-of-00267.parquet,183169529,0.171
chunk_71-00224-of-00267.parquet,170623805,0.159
chunk_71-00225-of-00267.parquet,148761501,0.139
chunk_71-00226-of-00267.parquet,116376146,0.108
chunk_71-00227-of-00267.parquet,159154283,0.148
chunk_71-00228-of-00267.parquet,198345523,0.185
chunk_71-00229-of-00267.parquet,247813959,0.231
chunk_71-00230-of-00267.parquet,284736336,0.265
chunk_71-00231-of-00267.parquet,326457582,0.304
chunk_71-00232-of-00267.parquet,344375631,0.321
chunk_71-00233-of-00267.parquet,232631700,0.217
chunk_71-00234-of-00267.parquet,216708755,0.202
chunk_71-00235-of-00267.parquet,182425398,0.17
chunk_71-00236-of-00267.parquet,202920309,0.189
chunk_71-00237-of-00267.parquet,222221994,0.207
chunk_71-00238-of-00267.parquet,279531216,0.26
chunk_71-00239-of-00267.parquet,304856907,0.284
chunk_71-00240-of-00267.parquet,326481086,0.304
chunk_71-00241-of-00267.parquet,297537770,0.277
chunk_71-00242-of-00267.parquet,267602231,0.249
chunk_71-00243-of-00267.parquet,258014624,0.24
chunk_71-00244-of-00267.parquet,249495183,0.232
chunk_71-00245-of-00267.parquet,211647312,0.197
chunk_71-00246-of-00267.parquet,191701776,0.179
chunk_71-00247-of-00267.parquet,180280247,0.168
chunk_71-00248-of-00267.parquet,187318803,0.174
chunk_71-00249-of-00267.parquet,181939588,0.169
chunk_71-00250-of-00267.parquet,179082944,0.167
chunk_71-00251-of-00267.parquet,190723302,0.178
chunk_71-00252-of-00267.parquet,175371275,0.163
chunk_71-00253-of-00267.parquet,166217079,0.155
chunk_71-00254-of-00267.parquet,215929907,0.201
chunk_71-00255-of-00267.parquet,261844753,0.244
chunk_71-00256-of-00267.parquet,274465545,0.256
chunk_71-00257-of-00267.parquet,245637526,0.229
chunk_71-00258-of-00267.parquet,213624244,0.199
chunk_71-00259-of-00267.parquet,182260613,0.17
chunk_71-00260-of-00267.parquet,220513205,0.205
chunk_71-00261-of-00267.parquet,291021248,0.271
chunk_71-00262-of-00267.parquet,289902625,0.27
chunk_71-00263-of-00267.parquet,209950189,0.196
chunk_71-00264-of-00267.parquet,158687692,0.148
chunk_71-00265-of-00267.parquet,145339913,0.135
chunk_71-00266-of-00267.parquet,135124790,0.126
chunk_72-00000-of-00172.parquet,149132046,0.139
chunk_72-00001-of-00172.parquet,176714949,0.165
chunk_72-00002-of-00172.parquet,219070509,0.204
chunk_72-00003-of-00172.parquet,246146026,0.229
chunk_72-00004-of-00172.parquet,233214104,0.217
chunk_72-00005-of-00172.parquet,225802674,0.21
chunk_72-00006-of-00172.parquet,210442620,0.196
chunk_72-00007-of-00172.parquet,201163642,0.187
chunk_72-00008-of-00172.parquet,126143821,0.117
chunk_72-00009-of-00172.parquet,160465947,0.149
chunk_72-00010-of-00172.parquet,198354955,0.185
chunk_72-00011-of-00172.parquet,209869618,0.195
chunk_72-00012-of-00172.parquet,222427806,0.207
chunk_72-00013-of-00172.parquet,227431730,0.212
chunk_72-00014-of-00172.parquet,208609556,0.194
chunk_72-00015-of-00172.parquet,197853946,0.184
chunk_72-00016-of-00172.parquet,211338290,0.197
chunk_72-00017-of-00172.parquet,209880975,0.195
chunk_72-00018-of-00172.parquet,212542265,0.198
chunk_72-00019-of-00172.parquet,210607038,0.196
chunk_72-00020-of-00172.parquet,216118545,0.201
chunk_72-00021-of-00172.parquet,235715768,0.22
chunk_72-00022-of-00172.parquet,255195369,0.238
chunk_72-00023-of-00172.parquet,282386801,0.263
chunk_72-00024-of-00172.parquet,267196814,0.249
chunk_72-00025-of-00172.parquet,260242599,0.242
chunk_72-00026-of-00172.parquet,282182091,0.263
chunk_72-00027-of-00172.parquet,256046169,0.238
chunk_72-00028-of-00172.parquet,238920197,0.223
chunk_72-00029-of-00172.parquet,241973185,0.225
chunk_72-00030-of-00172.parquet,380468530,0.354
chunk_72-00031-of-00172.parquet,357986815,0.333
chunk_72-00032-of-00172.parquet,232780004,0.217
chunk_72-00033-of-00172.parquet,266441247,0.248
chunk_72-00034-of-00172.parquet,245385183,0.229
chunk_72-00035-of-00172.parquet,243703944,0.227
chunk_72-00036-of-00172.parquet,228024758,0.212
chunk_72-00037-of-00172.parquet,236443311,0.22
chunk_72-00038-of-00172.parquet,216481106,0.202
chunk_72-00039-of-00172.parquet,184573099,0.172
chunk_72-00040-of-00172.parquet,227129750,0.212
chunk_72-00041-of-00172.parquet,221767461,0.207
chunk_72-00042-of-00172.parquet,251794913,0.235
chunk_72-00043-of-00172.parquet,212067619,0.198
chunk_72-00044-of-00172.parquet,183838034,0.171
chunk_72-00045-of-00172.parquet,190587047,0.177
chunk_72-00046-of-00172.parquet,274566011,0.256
chunk_72-00047-of-00172.parquet,277723361,0.259
chunk_72-00048-of-00172.parquet,171798429,0.16
chunk_72-00049-of-00172.parquet,247799412,0.231
chunk_72-00050-of-00172.parquet,192170603,0.179
chunk_72-00051-of-00172.parquet,232225298,0.216
chunk_72-00052-of-00172.parquet,293272061,0.273
chunk_72-00053-of-00172.parquet,232389217,0.216
chunk_72-00054-of-00172.parquet,189308783,0.176
chunk_72-00055-of-00172.parquet,230050244,0.214
chunk_72-00056-of-00172.parquet,264302977,0.246
chunk_72-00057-of-00172.parquet,252548071,0.235
chunk_72-00058-of-00172.parquet,269049993,0.251
chunk_72-00059-of-00172.parquet,262419104,0.244
chunk_72-00060-of-00172.parquet,228729778,0.213
chunk_72-00061-of-00172.parquet,179521095,0.167
chunk_72-00062-of-00172.parquet,191621291,0.178
chunk_72-00063-of-00172.parquet,132202414,0.123
chunk_72-00064-of-00172.parquet,210772125,0.196
chunk_72-00065-of-00172.parquet,228722433,0.213
chunk_72-00066-of-00172.parquet,216350046,0.201
chunk_72-00067-of-00172.parquet,96814629,0.09
chunk_72-00068-of-00172.parquet,49300574,0.046
chunk_72-00069-of-00172.parquet,105172705,0.098
chunk_72-00070-of-00172.parquet,133951903,0.125
chunk_72-00071-of-00172.parquet,154155061,0.144
chunk_72-00072-of-00172.parquet,155244267,0.145
chunk_72-00073-of-00172.parquet,137936388,0.128
chunk_72-00074-of-00172.parquet,133034412,0.124
chunk_72-00075-of-00172.parquet,179941770,0.168
chunk_72-00076-of-00172.parquet,161205573,0.15
chunk_72-00077-of-00172.parquet,242415417,0.226
chunk_72-00078-of-00172.parquet,199759203,0.186
chunk_72-00079-of-00172.parquet,170553267,0.159
chunk_72-00080-of-00172.parquet,188205042,0.175
chunk_72-00081-of-00172.parquet,218828897,0.204
chunk_72-00082-of-00172.parquet,222753075,0.207
chunk_72-00083-of-00172.parquet,227100302,0.212
chunk_72-00084-of-00172.parquet,250839448,0.234
chunk_72-00085-of-00172.parquet,229193601,0.213
chunk_72-00086-of-00172.parquet,163332691,0.152
chunk_72-00087-of-00172.parquet,172324974,0.16
chunk_72-00088-of-00172.parquet,168760435,0.157
chunk_72-00089-of-00172.parquet,177620559,0.165
chunk_72-00090-of-00172.parquet,174789891,0.163
chunk_72-00091-of-00172.parquet,184168879,0.172
chunk_72-00092-of-00172.parquet,217797707,0.203
chunk_72-00093-of-00172.parquet,264909786,0.247
chunk_72-00094-of-00172.parquet,243900803,0.227
chunk_72-00095-of-00172.parquet,219525128,0.204
chunk_72-00096-of-00172.parquet,210531014,0.196
chunk_72-00097-of-00172.parquet,231248268,0.215
chunk_72-00098-of-00172.parquet,232136763,0.216
chunk_72-00099-of-00172.parquet,225917786,0.21
chunk_72-00100-of-00172.parquet,239323727,0.223
chunk_72-00101-of-00172.parquet,234509863,0.218
chunk_72-00102-of-00172.parquet,237823479,0.221
chunk_72-00103-of-00172.parquet,235255309,0.219
chunk_72-00104-of-00172.parquet,247181115,0.23
chunk_72-00105-of-00172.parquet,235240879,0.219
chunk_72-00106-of-00172.parquet,190209063,0.177
chunk_72-00107-of-00172.parquet,95759520,0.089
chunk_72-00108-of-00172.parquet,33788672,0.031
chunk_72-00109-of-00172.parquet,119231591,0.111
chunk_72-00110-of-00172.parquet,203828696,0.19
chunk_72-00111-of-00172.parquet,212646253,0.198
chunk_72-00112-of-00172.parquet,204332368,0.19
chunk_72-00113-of-00172.parquet,200972482,0.187
chunk_72-00114-of-00172.parquet,197953651,0.184
chunk_72-00115-of-00172.parquet,198930676,0.185
chunk_72-00116-of-00172.parquet,198204267,0.185
chunk_72-00117-of-00172.parquet,200275386,0.187
chunk_72-00118-of-00172.parquet,202776055,0.189
chunk_72-00119-of-00172.parquet,199014521,0.185
chunk_72-00120-of-00172.parquet,105531835,0.098
chunk_72-00121-of-00172.parquet,27430276,0.026
chunk_72-00122-of-00172.parquet,22524262,0.021
chunk_72-00123-of-00172.parquet,18696514,0.017
chunk_72-00124-of-00172.parquet,63617641,0.059
chunk_72-00125-of-00172.parquet,132990257,0.124
chunk_72-00126-of-00172.parquet,209219416,0.195
chunk_72-00127-of-00172.parquet,231525326,0.216
chunk_72-00128-of-00172.parquet,244548001,0.228
chunk_72-00129-of-00172.parquet,226191291,0.211
chunk_72-00130-of-00172.parquet,206479919,0.192
chunk_72-00131-of-00172.parquet,178228601,0.166
chunk_72-00132-of-00172.parquet,224297267,0.209
chunk_72-00133-of-00172.parquet,244935672,0.228
chunk_72-00134-of-00172.parquet,274364644,0.256
chunk_72-00135-of-00172.parquet,234384676,0.218
chunk_72-00136-of-00172.parquet,218740610,0.204
chunk_72-00137-of-00172.parquet,210009125,0.196
chunk_72-00138-of-00172.parquet,179057944,0.167
chunk_72-00139-of-00172.parquet,173294217,0.161
chunk_72-00140-of-00172.parquet,228885742,0.213
chunk_72-00141-of-00172.parquet,203357074,0.189
chunk_72-00142-of-00172.parquet,218910905,0.204
chunk_72-00143-of-00172.parquet,242170507,0.226
chunk_72-00144-of-00172.parquet,178754629,0.166
chunk_72-00145-of-00172.parquet,158626913,0.148
chunk_72-00146-of-00172.parquet,146264047,0.136
chunk_72-00147-of-00172.parquet,129546535,0.121
chunk_72-00148-of-00172.parquet,118070140,0.11
chunk_72-00149-of-00172.parquet,114779819,0.107
chunk_72-00150-of-00172.parquet,97161490,0.09
chunk_72-00151-of-00172.parquet,98400547,0.092
chunk_72-00152-of-00172.parquet,127903069,0.119
chunk_72-00153-of-00172.parquet,143303904,0.133
chunk_72-00154-of-00172.parquet,139142548,0.13
chunk_72-00155-of-00172.parquet,179393755,0.167
chunk_72-00156-of-00172.parquet,126875488,0.118
chunk_72-00157-of-00172.parquet,118372122,0.11
chunk_72-00158-of-00172.parquet,127931905,0.119
chunk_72-00159-of-00172.parquet,122247059,0.114
chunk_72-00160-of-00172.parquet,83013587,0.077
chunk_72-00161-of-00172.parquet,59417938,0.055
chunk_72-00162-of-00172.parquet,43862637,0.041
chunk_72-00163-of-00172.parquet,37542760,0.035
chunk_72-00164-of-00172.parquet,33069944,0.031
chunk_72-00165-of-00172.parquet,34092342,0.032
chunk_72-00166-of-00172.parquet,20330356,0.019
chunk_72-00167-of-00172.parquet,17220616,0.016
chunk_72-00168-of-00172.parquet,29612024,0.028
chunk_72-00169-of-00172.parquet,34132086,0.032
chunk_72-00170-of-00172.parquet,43289745,0.04
chunk_72-00171-of-00172.parquet,37502979,0.035
chunk_73-00000-of-00091.parquet,17138903,0.016
chunk_73-00001-of-00091.parquet,17356092,0.016
chunk_73-00002-of-00091.parquet,21820680,0.02
chunk_73-00003-of-00091.parquet,65392936,0.061
chunk_73-00004-of-00091.parquet,204545213,0.19
chunk_73-00005-of-00091.parquet,210953169,0.196
chunk_73-00006-of-00091.parquet,282652657,0.263
chunk_73-00007-of-00091.parquet,263853204,0.246
chunk_73-00008-of-00091.parquet,255107832,0.238
chunk_73-00009-of-00091.parquet,237485933,0.221
chunk_73-00010-of-00091.parquet,261320284,0.243
chunk_73-00011-of-00091.parquet,341016369,0.318
chunk_73-00012-of-00091.parquet,267373840,0.249
chunk_73-00013-of-00091.parquet,252230442,0.235
chunk_73-00014-of-00091.parquet,261437822,0.243
chunk_73-00015-of-00091.parquet,252458042,0.235
chunk_73-00016-of-00091.parquet,258022111,0.24
chunk_73-00017-of-00091.parquet,279060396,0.26
chunk_73-00018-of-00091.parquet,271584618,0.253
chunk_73-00019-of-00091.parquet,275303699,0.256
chunk_73-00020-of-00091.parquet,259637435,0.242
chunk_73-00021-of-00091.parquet,219598132,0.205
chunk_73-00022-of-00091.parquet,198215384,0.185
chunk_73-00023-of-00091.parquet,261965663,0.244
chunk_73-00024-of-00091.parquet,222794427,0.207
chunk_73-00025-of-00091.parquet,216218102,0.201
chunk_73-00026-of-00091.parquet,248831084,0.232
chunk_73-00027-of-00091.parquet,247296297,0.23
chunk_73-00028-of-00091.parquet,208755735,0.194
chunk_73-00029-of-00091.parquet,110111624,0.103
chunk_73-00030-of-00091.parquet,124657478,0.116
chunk_73-00031-of-00091.parquet,164685908,0.153
chunk_73-00032-of-00091.parquet,174139807,0.162
chunk_73-00033-of-00091.parquet,138625714,0.129
chunk_73-00034-of-00091.parquet,193868630,0.181
chunk_73-00035-of-00091.parquet,165099976,0.154
chunk_73-00036-of-00091.parquet,280577270,0.261
chunk_73-00037-of-00091.parquet,338708802,0.315
chunk_73-00038-of-00091.parquet,231488220,0.216
chunk_73-00039-of-00091.parquet,197276974,0.184
chunk_73-00040-of-00091.parquet,129965612,0.121
chunk_73-00041-of-00091.parquet,114069973,0.106
chunk_73-00042-of-00091.parquet,129525753,0.121
chunk_73-00043-of-00091.parquet,162710725,0.152
chunk_73-00044-of-00091.parquet,92573137,0.086
chunk_73-00045-of-00091.parquet,113809099,0.106
chunk_73-00046-of-00091.parquet,174958379,0.163
chunk_73-00047-of-00091.parquet,213355071,0.199
chunk_73-00048-of-00091.parquet,175232750,0.163
chunk_73-00049-of-00091.parquet,161067663,0.15
chunk_73-00050-of-00091.parquet,167329939,0.156
chunk_73-00051-of-00091.parquet,177327439,0.165
chunk_73-00052-of-00091.parquet,199657712,0.186
chunk_73-00053-of-00091.parquet,203096629,0.189
chunk_73-00054-of-00091.parquet,198133274,0.185
chunk_73-00055-of-00091.parquet,185308902,0.173
chunk_73-00056-of-00091.parquet,171040583,0.159
chunk_73-00057-of-00091.parquet,175351515,0.163
chunk_73-00058-of-00091.parquet,189794508,0.177
chunk_73-00059-of-00091.parquet,162425907,0.151
chunk_73-00060-of-00091.parquet,110387529,0.103
chunk_73-00061-of-00091.parquet,74619864,0.069
chunk_73-00062-of-00091.parquet,97035324,0.09
chunk_73-00063-of-00091.parquet,124597195,0.116
chunk_73-00064-of-00091.parquet,174613635,0.163
chunk_73-00065-of-00091.parquet,166458538,0.155
chunk_73-00066-of-00091.parquet,110377514,0.103
chunk_73-00067-of-00091.parquet,78802406,0.073
chunk_73-00068-of-00091.parquet,48561514,0.045
chunk_73-00069-of-00091.parquet,44652601,0.042
chunk_73-00070-of-00091.parquet,69153430,0.064
chunk_73-00071-of-00091.parquet,57943496,0.054
chunk_73-00072-of-00091.parquet,55708745,0.052
chunk_73-00073-of-00091.parquet,77242090,0.072
chunk_73-00074-of-00091.parquet,66374772,0.062
chunk_73-00075-of-00091.parquet,107399130,0.1
chunk_73-00076-of-00091.parquet,118062135,0.11
chunk_73-00077-of-00091.parquet,140606942,0.131
chunk_73-00078-of-00091.parquet,54711402,0.051
chunk_73-00079-of-00091.parquet,74704702,0.07
chunk_73-00080-of-00091.parquet,195781240,0.182
chunk_73-00081-of-00091.parquet,306975940,0.286
chunk_73-00082-of-00091.parquet,292035937,0.272
chunk_73-00083-of-00091.parquet,283724118,0.264
chunk_73-00084-of-00091.parquet,282123859,0.263
chunk_73-00085-of-00091.parquet,280751566,0.261
chunk_73-00086-of-00091.parquet,276813534,0.258
chunk_73-00087-of-00091.parquet,257362367,0.24
chunk_73-00088-of-00091.parquet,252595241,0.235
chunk_73-00089-of-00091.parquet,244815589,0.228
chunk_73-00090-of-00091.parquet,243894322,0.227
chunk_74-00000-of-00017.parquet,166070363,0.155
chunk_74-00001-of-00017.parquet,171988641,0.16
chunk_74-00002-of-00017.parquet,188823654,0.176
chunk_74-00003-of-00017.parquet,180375726,0.168
chunk_74-00004-of-00017.parquet,176387918,0.164
chunk_74-00005-of-00017.parquet,204755341,0.191
chunk_74-00006-of-00017.parquet,231074431,0.215
chunk_74-00007-of-00017.parquet,215932122,0.201
chunk_74-00008-of-00017.parquet,175758196,0.164
chunk_74-00009-of-00017.parquet,185839947,0.173
chunk_74-00010-of-00017.parquet,179429060,0.167
chunk_74-00011-of-00017.parquet,158178094,0.147
chunk_74-00012-of-00017.parquet,179867340,0.168
chunk_74-00013-of-00017.parquet,202065004,0.188
chunk_74-00014-of-00017.parquet,191283845,0.178
chunk_74-00015-of-00017.parquet,210250338,0.196
chunk_74-00016-of-00017.parquet,206070373,0.192
chunk_75-00000-of-00036.parquet,174168983,0.162
chunk_75-00001-of-00036.parquet,232159156,0.216
chunk_75-00002-of-00036.parquet,196638605,0.183
chunk_75-00003-of-00036.parquet,132822687,0.124
chunk_75-00004-of-00036.parquet,236009502,0.22
chunk_75-00005-of-00036.parquet,254448384,0.237
chunk_75-00006-of-00036.parquet,231375213,0.215
chunk_75-00007-of-00036.parquet,164662718,0.153
chunk_75-00008-of-00036.parquet,175333123,0.163
chunk_75-00009-of-00036.parquet,187119567,0.174
chunk_75-00010-of-00036.parquet,227853830,0.212
chunk_75-00011-of-00036.parquet,208847122,0.195
chunk_75-00012-of-00036.parquet,160366476,0.149
chunk_75-00013-of-00036.parquet,148677674,0.138
chunk_75-00014-of-00036.parquet,186774826,0.174
chunk_75-00015-of-00036.parquet,205682609,0.192
chunk_75-00016-of-00036.parquet,209751384,0.195
chunk_75-00017-of-00036.parquet,228457667,0.213
chunk_75-00018-of-00036.parquet,227019025,0.211
chunk_75-00019-of-00036.parquet,223641883,0.208
chunk_75-00020-of-00036.parquet,219579962,0.204
chunk_75-00021-of-00036.parquet,179550086,0.167
chunk_75-00022-of-00036.parquet,160570950,0.15
