filename,size,size_gb
chunk_2-00072-of-00144.parquet,265691589,0.247
chunk_2-00073-of-00144.parquet,239797448,0.223
chunk_2-00074-of-00144.parquet,208219954,0.194
chunk_2-00075-of-00144.parquet,213060009,0.198
chunk_2-00076-of-00144.parquet,262029818,0.244
chunk_2-00077-of-00144.parquet,280408659,0.261
chunk_2-00078-of-00144.parquet,269024445,0.251
chunk_2-00079-of-00144.parquet,233448302,0.217
chunk_2-00080-of-00144.parquet,220326504,0.205
chunk_2-00081-of-00144.parquet,202596733,0.189
chunk_2-00082-of-00144.parquet,199664006,0.186
chunk_2-00083-of-00144.parquet,240054803,0.224
chunk_2-00084-of-00144.parquet,225889276,0.21
chunk_2-00085-of-00144.parquet,238692496,0.222
chunk_2-00086-of-00144.parquet,233021375,0.217
chunk_2-00087-of-00144.parquet,182546218,0.17
chunk_2-00088-of-00144.parquet,163864616,0.153
chunk_2-00089-of-00144.parquet,148886461,0.139
chunk_2-00090-of-00144.parquet,125091555,0.117
chunk_2-00091-of-00144.parquet,126762595,0.118
chunk_2-00092-of-00144.parquet,125515725,0.117
chunk_2-00093-of-00144.parquet,117093184,0.109
chunk_2-00094-of-00144.parquet,123302171,0.115
chunk_2-00095-of-00144.parquet,158589276,0.148
chunk_2-00096-of-00144.parquet,156127603,0.145
chunk_2-00097-of-00144.parquet,175730577,0.164
chunk_2-00098-of-00144.parquet,138715201,0.129
chunk_2-00099-of-00144.parquet,126050103,0.117
chunk_2-00100-of-00144.parquet,130683306,0.122
chunk_2-00101-of-00144.parquet,110411131,0.103
chunk_2-00102-of-00144.parquet,75272928,0.07
chunk_2-00103-of-00144.parquet,45422216,0.042
chunk_2-00104-of-00144.parquet,43747065,0.041
chunk_2-00105-of-00144.parquet,34213840,0.032
chunk_2-00106-of-00144.parquet,30283709,0.028
chunk_2-00107-of-00144.parquet,27464856,0.026
chunk_2-00108-of-00144.parquet,20139284,0.019
chunk_2-00109-of-00144.parquet,35127760,0.033
chunk_2-00110-of-00144.parquet,41228065,0.038
chunk_2-00111-of-00144.parquet,44809445,0.042
chunk_2-00112-of-00144.parquet,34836618,0.032
chunk_2-00113-of-00144.parquet,25702167,0.024
chunk_2-00114-of-00144.parquet,13589072,0.013
chunk_2-00115-of-00144.parquet,26119540,0.024
chunk_2-00116-of-00144.parquet,61170997,0.057
chunk_2-00117-of-00144.parquet,161505049,0.15
chunk_2-00118-of-00144.parquet,224125211,0.209
chunk_2-00119-of-00144.parquet,216508114,0.202
chunk_2-00120-of-00144.parquet,251282126,0.234
chunk_2-00121-of-00144.parquet,231945069,0.216
chunk_2-00122-of-00144.parquet,224398060,0.209
chunk_2-00123-of-00144.parquet,214959798,0.2
chunk_2-00124-of-00144.parquet,246081730,0.229
chunk_2-00125-of-00144.parquet,299857755,0.279
chunk_2-00126-of-00144.parquet,245985872,0.229
chunk_2-00127-of-00144.parquet,218513517,0.204
chunk_2-00128-of-00144.parquet,239630826,0.223
chunk_2-00129-of-00144.parquet,225161115,0.21
chunk_2-00130-of-00144.parquet,232044278,0.216
chunk_2-00131-of-00144.parquet,238218351,0.222
chunk_2-00132-of-00144.parquet,248536677,0.231
chunk_2-00133-of-00144.parquet,246729804,0.23
chunk_2-00134-of-00144.parquet,239749476,0.223
chunk_2-00135-of-00144.parquet,228266578,0.213
chunk_2-00136-of-00144.parquet,206186126,0.192
chunk_2-00137-of-00144.parquet,162326477,0.151
chunk_2-00138-of-00144.parquet,189319322,0.176
chunk_2-00139-of-00144.parquet,238249748,0.222
chunk_2-00140-of-00144.parquet,190569031,0.177
chunk_2-00141-of-00144.parquet,210043031,0.196
chunk_2-00142-of-00144.parquet,223911445,0.209
chunk_2-00143-of-00144.parquet,215057815,0.2
chunk_20-00000-of-00039.parquet,275905817,0.257
chunk_20-00001-of-00039.parquet,108966366,0.101
chunk_20-00002-of-00039.parquet,196543794,0.183
chunk_20-00003-of-00039.parquet,217688313,0.203
chunk_20-00004-of-00039.parquet,198352918,0.185
chunk_20-00005-of-00039.parquet,191174293,0.178
chunk_20-00006-of-00039.parquet,169821936,0.158
chunk_20-00007-of-00039.parquet,162410233,0.151
chunk_20-00008-of-00039.parquet,155665196,0.145
chunk_20-00009-of-00039.parquet,159210223,0.148
chunk_20-00010-of-00039.parquet,159582386,0.149
chunk_20-00011-of-00039.parquet,123689656,0.115
chunk_20-00012-of-00039.parquet,228311062,0.213
chunk_20-00013-of-00039.parquet,209511214,0.195
chunk_20-00014-of-00039.parquet,245595083,0.229
chunk_20-00015-of-00039.parquet,271758783,0.253
chunk_20-00016-of-00039.parquet,262874918,0.245
chunk_20-00017-of-00039.parquet,284836347,0.265
chunk_20-00018-of-00039.parquet,259802308,0.242
chunk_20-00019-of-00039.parquet,258764806,0.241
chunk_20-00020-of-00039.parquet,293501930,0.273
chunk_20-00021-of-00039.parquet,202508153,0.189
chunk_20-00022-of-00039.parquet,176244531,0.164
chunk_20-00023-of-00039.parquet,75401886,0.07
chunk_20-00024-of-00039.parquet,71076661,0.066
chunk_20-00025-of-00039.parquet,83769400,0.078
chunk_20-00026-of-00039.parquet,100316807,0.093
chunk_20-00027-of-00039.parquet,89113070,0.083
chunk_20-00028-of-00039.parquet,46847538,0.044
chunk_20-00029-of-00039.parquet,96207200,0.09
chunk_20-00030-of-00039.parquet,117781023,0.11
chunk_20-00031-of-00039.parquet,86913523,0.081
chunk_20-00032-of-00039.parquet,149690321,0.139
chunk_20-00033-of-00039.parquet,234112005,0.218
chunk_20-00034-of-00039.parquet,280396836,0.261
chunk_20-00035-of-00039.parquet,266614520,0.248
chunk_20-00036-of-00039.parquet,265035711,0.247
chunk_20-00037-of-00039.parquet,185098790,0.172
chunk_20-00038-of-00039.parquet,204931472,0.191
chunk_21-00000-of-00015.parquet,252126716,0.235
chunk_21-00001-of-00015.parquet,250404175,0.233
chunk_21-00002-of-00015.parquet,186691979,0.174
chunk_21-00003-of-00015.parquet,168514335,0.157
chunk_21-00004-of-00015.parquet,100811217,0.094
chunk_21-00005-of-00015.parquet,53841051,0.05
chunk_21-00006-of-00015.parquet,93813579,0.087
chunk_21-00007-of-00015.parquet,90936154,0.085
chunk_21-00008-of-00015.parquet,107330829,0.1
chunk_21-00009-of-00015.parquet,76769674,0.071
chunk_21-00010-of-00015.parquet,241085967,0.225
chunk_21-00011-of-00015.parquet,290181924,0.27
chunk_21-00012-of-00015.parquet,281247774,0.262
chunk_21-00013-of-00015.parquet,214838329,0.2
chunk_21-00014-of-00015.parquet,290568615,0.271
chunk_22-00000-of-00008.parquet,166604519,0.155
chunk_22-00001-of-00008.parquet,141037103,0.131
chunk_22-00002-of-00008.parquet,177499707,0.165
chunk_22-00003-of-00008.parquet,167100304,0.156
chunk_22-00004-of-00008.parquet,177141859,0.165
chunk_22-00005-of-00008.parquet,143387458,0.134
chunk_22-00006-of-00008.parquet,158856873,0.148
chunk_22-00007-of-00008.parquet,170373807,0.159
chunk_23-00000-of-00017.parquet,223032744,0.208
chunk_23-00001-of-00017.parquet,204510641,0.19
chunk_23-00002-of-00017.parquet,173890680,0.162
chunk_23-00003-of-00017.parquet,126905061,0.118
chunk_23-00004-of-00017.parquet,142597934,0.133
chunk_23-00005-of-00017.parquet,226295818,0.211
chunk_23-00006-of-00017.parquet,177506006,0.165
chunk_23-00007-of-00017.parquet,165994077,0.155
chunk_23-00008-of-00017.parquet,120986907,0.113
chunk_23-00009-of-00017.parquet,62603746,0.058
chunk_23-00010-of-00017.parquet,50378365,0.047
chunk_23-00011-of-00017.parquet,89432416,0.083
chunk_23-00012-of-00017.parquet,114260013,0.106
chunk_23-00013-of-00017.parquet,147143287,0.137
chunk_23-00014-of-00017.parquet,218484187,0.203
chunk_23-00015-of-00017.parquet,205613005,0.191
chunk_23-00016-of-00017.parquet,178269390,0.166
chunk_24-00000-of-00016.parquet,213694888,0.199
chunk_24-00001-of-00016.parquet,230461432,0.215
chunk_24-00002-of-00016.parquet,210937496,0.196
chunk_24-00003-of-00016.parquet,285490227,0.266
chunk_24-00004-of-00016.parquet,298539235,0.278
chunk_24-00005-of-00016.parquet,212838406,0.198
chunk_24-00006-of-00016.parquet,152621789,0.142
chunk_24-00007-of-00016.parquet,196927734,0.183
chunk_24-00008-of-00016.parquet,106203527,0.099
chunk_24-00009-of-00016.parquet,83115167,0.077
chunk_24-00010-of-00016.parquet,94121525,0.088
chunk_24-00011-of-00016.parquet,96203466,0.09
chunk_24-00012-of-00016.parquet,84601093,0.079
chunk_24-00013-of-00016.parquet,159982011,0.149
chunk_24-00014-of-00016.parquet,184296612,0.172
chunk_24-00015-of-00016.parquet,185568224,0.173
chunk_25-00000-of-00034.parquet,270409994,0.252
chunk_25-00001-of-00034.parquet,223828739,0.208
chunk_25-00002-of-00034.parquet,236695569,0.22
chunk_25-00003-of-00034.parquet,225476060,0.21
chunk_25-00004-of-00034.parquet,260881064,0.243
chunk_25-00005-of-00034.parquet,199181595,0.186
chunk_25-00006-of-00034.parquet,191008593,0.178
chunk_25-00007-of-00034.parquet,179773066,0.167
chunk_25-00008-of-00034.parquet,139020441,0.129
chunk_25-00009-of-00034.parquet,108836619,0.101
chunk_25-00010-of-00034.parquet,107013664,0.1
chunk_25-00011-of-00034.parquet,171927192,0.16
chunk_25-00012-of-00034.parquet,189001360,0.176
chunk_25-00013-of-00034.parquet,188759835,0.176
chunk_25-00014-of-00034.parquet,184644931,0.172
chunk_25-00015-of-00034.parquet,198511488,0.185
chunk_25-00016-of-00034.parquet,196480267,0.183
chunk_25-00017-of-00034.parquet,207753296,0.193
chunk_25-00018-of-00034.parquet,204467620,0.19
chunk_25-00019-of-00034.parquet,204489987,0.19
chunk_25-00020-of-00034.parquet,219207803,0.204
chunk_25-00021-of-00034.parquet,213380012,0.199
chunk_25-00022-of-00034.parquet,213775289,0.199
chunk_25-00023-of-00034.parquet,216150850,0.201
chunk_25-00024-of-00034.parquet,206506146,0.192
chunk_25-00025-of-00034.parquet,177109712,0.165
chunk_25-00026-of-00034.parquet,134450016,0.125
chunk_25-00027-of-00034.parquet,142386244,0.133
chunk_25-00028-of-00034.parquet,168846503,0.157
chunk_25-00029-of-00034.parquet,216060372,0.201
chunk_25-00030-of-00034.parquet,123759514,0.115
chunk_25-00031-of-00034.parquet,173845450,0.162
chunk_25-00032-of-00034.parquet,166603135,0.155
chunk_25-00033-of-00034.parquet,188251086,0.175
chunk_26-00000-of-00026.parquet,222941616,0.208
chunk_26-00001-of-00026.parquet,254362941,0.237
chunk_26-00002-of-00026.parquet,234905608,0.219
chunk_26-00003-of-00026.parquet,157652354,0.147
chunk_26-00004-of-00026.parquet,233943824,0.218
chunk_26-00005-of-00026.parquet,262727397,0.245
chunk_26-00006-of-00026.parquet,206961506,0.193
chunk_26-00007-of-00026.parquet,200701476,0.187
chunk_26-00008-of-00026.parquet,146461753,0.136
chunk_26-00009-of-00026.parquet,190001811,0.177
chunk_26-00010-of-00026.parquet,203350125,0.189
chunk_26-00011-of-00026.parquet,209666935,0.195
chunk_26-00012-of-00026.parquet,202401498,0.189
chunk_26-00013-of-00026.parquet,172164380,0.16
chunk_26-00014-of-00026.parquet,137803897,0.128
chunk_26-00015-of-00026.parquet,142117977,0.132
chunk_26-00016-of-00026.parquet,94930661,0.088
chunk_26-00017-of-00026.parquet,187082994,0.174
chunk_26-00018-of-00026.parquet,187875120,0.175
chunk_26-00019-of-00026.parquet,120141514,0.112
chunk_26-00020-of-00026.parquet,169262407,0.158
chunk_26-00021-of-00026.parquet,166040315,0.155
chunk_26-00022-of-00026.parquet,190766839,0.178
chunk_26-00023-of-00026.parquet,148309703,0.138
chunk_26-00024-of-00026.parquet,214753837,0.2
chunk_26-00025-of-00026.parquet,181614931,0.169
chunk_27-00000-of-00017.parquet,227848339,0.212
chunk_27-00001-of-00017.parquet,275290295,0.256
chunk_27-00002-of-00017.parquet,264847262,0.247
chunk_27-00003-of-00017.parquet,181937629,0.169
chunk_27-00004-of-00017.parquet,231339635,0.215
chunk_27-00005-of-00017.parquet,214850552,0.2
chunk_27-00006-of-00017.parquet,145060520,0.135
chunk_27-00007-of-00017.parquet,176470417,0.164
chunk_27-00008-of-00017.parquet,144901048,0.135
chunk_27-00009-of-00017.parquet,131375863,0.122
chunk_27-00010-of-00017.parquet,84090303,0.078
chunk_27-00011-of-00017.parquet,49058793,0.046
chunk_27-00012-of-00017.parquet,128557504,0.12
chunk_27-00013-of-00017.parquet,176516304,0.164
chunk_27-00014-of-00017.parquet,207079552,0.193
chunk_27-00015-of-00017.parquet,219617180,0.205
chunk_27-00016-of-00017.parquet,187659639,0.175
chunk_28-00000-of-00516.parquet,43495080,0.041
chunk_28-00001-of-00516.parquet,37791246,0.035
chunk_28-00002-of-00516.parquet,34785630,0.032
chunk_28-00003-of-00516.parquet,213777780,0.199
chunk_28-00004-of-00516.parquet,484075223,0.451
chunk_28-00005-of-00516.parquet,544606062,0.507
chunk_28-00006-of-00516.parquet,476369715,0.444
chunk_28-00007-of-00516.parquet,511194637,0.476
chunk_28-00008-of-00516.parquet,548649447,0.511
chunk_28-00009-of-00516.parquet,542590020,0.505
chunk_28-00010-of-00516.parquet,495057056,0.461
chunk_28-00011-of-00516.parquet,463556266,0.432
chunk_28-00012-of-00516.parquet,443876313,0.413
chunk_28-00013-of-00516.parquet,366266948,0.341
chunk_28-00014-of-00516.parquet,399052265,0.372
chunk_28-00015-of-00516.parquet,463260309,0.431
chunk_28-00016-of-00516.parquet,458424772,0.427
chunk_28-00017-of-00516.parquet,452725735,0.422
chunk_28-00018-of-00516.parquet,449504826,0.419
chunk_28-00019-of-00516.parquet,434306782,0.404
chunk_28-00020-of-00516.parquet,370649105,0.345
chunk_28-00021-of-00516.parquet,372774941,0.347
chunk_28-00022-of-00516.parquet,381323381,0.355
chunk_28-00023-of-00516.parquet,348729776,0.325
chunk_28-00024-of-00516.parquet,370002538,0.345
chunk_28-00025-of-00516.parquet,434110681,0.404
chunk_28-00026-of-00516.parquet,423234156,0.394
chunk_28-00027-of-00516.parquet,366385294,0.341
chunk_28-00028-of-00516.parquet,334373342,0.311
chunk_28-00029-of-00516.parquet,338332265,0.315
chunk_28-00030-of-00516.parquet,276589290,0.258
chunk_28-00031-of-00516.parquet,270215878,0.252
chunk_28-00032-of-00516.parquet,280539851,0.261
chunk_28-00033-of-00516.parquet,346176173,0.322
chunk_28-00034-of-00516.parquet,403644517,0.376
chunk_28-00035-of-00516.parquet,394677933,0.368
chunk_28-00036-of-00516.parquet,394732058,0.368
chunk_28-00037-of-00516.parquet,418527517,0.39
chunk_28-00038-of-00516.parquet,390169046,0.363
chunk_28-00039-of-00516.parquet,394739429,0.368
chunk_28-00040-of-00516.parquet,390424886,0.364
chunk_28-00041-of-00516.parquet,364759926,0.34
chunk_28-00042-of-00516.parquet,353010835,0.329
chunk_28-00043-of-00516.parquet,331127269,0.308
chunk_28-00044-of-00516.parquet,310261122,0.289
chunk_28-00045-of-00516.parquet,316058248,0.294
chunk_28-00046-of-00516.parquet,327439377,0.305
chunk_28-00047-of-00516.parquet,340511819,0.317
chunk_28-00048-of-00516.parquet,323389603,0.301
chunk_28-00049-of-00516.parquet,336759603,0.314
chunk_28-00050-of-00516.parquet,362657748,0.338
chunk_28-00051-of-00516.parquet,375516076,0.35
chunk_28-00052-of-00516.parquet,376985133,0.351
chunk_28-00053-of-00516.parquet,351529253,0.327
chunk_28-00054-of-00516.parquet,318471713,0.297
chunk_28-00055-of-00516.parquet,288340646,0.269
chunk_28-00056-of-00516.parquet,233631683,0.218
chunk_28-00057-of-00516.parquet,220347927,0.205
chunk_28-00058-of-00516.parquet,247841243,0.231
chunk_28-00059-of-00516.parquet,245893288,0.229
chunk_28-00060-of-00516.parquet,263320729,0.245
chunk_28-00061-of-00516.parquet,266301944,0.248
chunk_28-00062-of-00516.parquet,256124898,0.239
chunk_28-00063-of-00516.parquet,247923841,0.231
chunk_28-00064-of-00516.parquet,263968880,0.246
chunk_28-00065-of-00516.parquet,271781600,0.253
chunk_28-00066-of-00516.parquet,285086162,0.266
chunk_28-00067-of-00516.parquet,308087832,0.287
chunk_28-00068-of-00516.parquet,333773685,0.311
chunk_28-00069-of-00516.parquet,339255153,0.316
chunk_28-00070-of-00516.parquet,315711636,0.294
chunk_28-00071-of-00516.parquet,283153796,0.264
chunk_28-00072-of-00516.parquet,256659720,0.239
chunk_28-00073-of-00516.parquet,253739153,0.236
chunk_28-00074-of-00516.parquet,238614010,0.222
chunk_28-00075-of-00516.parquet,266748787,0.248
chunk_28-00076-of-00516.parquet,293116680,0.273
chunk_28-00077-of-00516.parquet,309082595,0.288
chunk_28-00078-of-00516.parquet,275268420,0.256
chunk_28-00079-of-00516.parquet,263640283,0.246
chunk_28-00080-of-00516.parquet,264575750,0.246
chunk_28-00081-of-00516.parquet,247295245,0.23
chunk_28-00082-of-00516.parquet,229430742,0.214
chunk_28-00083-of-00516.parquet,226304152,0.211
chunk_28-00084-of-00516.parquet,227693098,0.212
chunk_28-00085-of-00516.parquet,192367199,0.179
chunk_28-00086-of-00516.parquet,211641391,0.197
chunk_28-00087-of-00516.parquet,201166160,0.187
chunk_28-00088-of-00516.parquet,198967528,0.185
chunk_28-00089-of-00516.parquet,205287034,0.191
chunk_28-00090-of-00516.parquet,219060818,0.204
chunk_28-00091-of-00516.parquet,198793197,0.185
chunk_28-00092-of-00516.parquet,219202705,0.204
chunk_28-00093-of-00516.parquet,212413115,0.198
chunk_28-00094-of-00516.parquet,240341156,0.224
chunk_28-00095-of-00516.parquet,261931720,0.244
chunk_28-00096-of-00516.parquet,263966650,0.246
chunk_28-00097-of-00516.parquet,262039387,0.244
chunk_28-00098-of-00516.parquet,251241711,0.234
chunk_28-00099-of-00516.parquet,209464557,0.195
chunk_28-00100-of-00516.parquet,223661338,0.208
chunk_28-00101-of-00516.parquet,217612869,0.203
chunk_28-00102-of-00516.parquet,221747572,0.207
chunk_28-00103-of-00516.parquet,216316958,0.201
chunk_28-00104-of-00516.parquet,213439885,0.199
chunk_28-00105-of-00516.parquet,206879400,0.193
chunk_28-00106-of-00516.parquet,210171240,0.196
chunk_28-00107-of-00516.parquet,191458129,0.178
chunk_28-00108-of-00516.parquet,194535891,0.181
chunk_28-00109-of-00516.parquet,184565074,0.172
chunk_28-00110-of-00516.parquet,179557778,0.167
chunk_28-00111-of-00516.parquet,209055453,0.195
chunk_28-00112-of-00516.parquet,201328511,0.188
chunk_28-00113-of-00516.parquet,237294782,0.221
chunk_28-00114-of-00516.parquet,228289982,0.213
chunk_28-00115-of-00516.parquet,232676224,0.217
chunk_28-00116-of-00516.parquet,221415685,0.206
chunk_28-00117-of-00516.parquet,221628354,0.206
chunk_28-00118-of-00516.parquet,230562858,0.215
chunk_28-00119-of-00516.parquet,230200733,0.214
chunk_28-00120-of-00516.parquet,217641329,0.203
chunk_28-00121-of-00516.parquet,223067556,0.208
chunk_28-00122-of-00516.parquet,214356951,0.2
chunk_28-00123-of-00516.parquet,211655734,0.197
chunk_28-00124-of-00516.parquet,200583495,0.187
chunk_28-00125-of-00516.parquet,204140645,0.19
chunk_28-00126-of-00516.parquet,183985688,0.171
chunk_28-00127-of-00516.parquet,177854027,0.166
chunk_28-00128-of-00516.parquet,146086437,0.136
chunk_28-00129-of-00516.parquet,140286703,0.131
chunk_28-00130-of-00516.parquet,131897323,0.123
chunk_28-00131-of-00516.parquet,142077220,0.132
chunk_28-00132-of-00516.parquet,152795952,0.142
chunk_28-00133-of-00516.parquet,186748081,0.174
chunk_28-00134-of-00516.parquet,192364842,0.179
chunk_28-00135-of-00516.parquet,196464678,0.183
chunk_28-00136-of-00516.parquet,188128753,0.175
chunk_28-00137-of-00516.parquet,177458647,0.165
chunk_28-00138-of-00516.parquet,179329639,0.167
chunk_28-00139-of-00516.parquet,181758517,0.169
chunk_28-00140-of-00516.parquet,187350940,0.174
chunk_28-00141-of-00516.parquet,195185335,0.182
chunk_28-00142-of-00516.parquet,209275310,0.195
chunk_28-00143-of-00516.parquet,192584924,0.179
chunk_28-00144-of-00516.parquet,187149908,0.174
chunk_28-00145-of-00516.parquet,199203392,0.186
chunk_28-00146-of-00516.parquet,196012018,0.183
chunk_28-00147-of-00516.parquet,177139148,0.165
chunk_28-00148-of-00516.parquet,159970580,0.149
chunk_28-00149-of-00516.parquet,156973259,0.146
chunk_28-00150-of-00516.parquet,159725791,0.149
chunk_28-00151-of-00516.parquet,158358017,0.147
chunk_28-00152-of-00516.parquet,156910605,0.146
chunk_28-00153-of-00516.parquet,159829409,0.149
chunk_28-00154-of-00516.parquet,150212549,0.14
chunk_28-00155-of-00516.parquet,145785259,0.136
chunk_28-00156-of-00516.parquet,158261843,0.147
chunk_28-00157-of-00516.parquet,144237824,0.134
chunk_28-00158-of-00516.parquet,156019476,0.145
chunk_28-00159-of-00516.parquet,157685580,0.147
chunk_28-00160-of-00516.parquet,158714352,0.148
chunk_28-00161-of-00516.parquet,157282644,0.146
chunk_28-00162-of-00516.parquet,162562695,0.151
chunk_28-00163-of-00516.parquet,165818045,0.154
chunk_28-00164-of-00516.parquet,169535933,0.158
chunk_28-00165-of-00516.parquet,169405569,0.158
chunk_28-00166-of-00516.parquet,168702076,0.157
chunk_28-00167-of-00516.parquet,173479028,0.162
chunk_28-00168-of-00516.parquet,170150878,0.158
chunk_28-00169-of-00516.parquet,163957029,0.153
chunk_28-00170-of-00516.parquet,169285358,0.158
chunk_28-00171-of-00516.parquet,181657049,0.169
chunk_28-00172-of-00516.parquet,172925811,0.161
chunk_28-00173-of-00516.parquet,178536869,0.166
chunk_28-00174-of-00516.parquet,174975648,0.163
chunk_28-00175-of-00516.parquet,163553879,0.152
chunk_28-00176-of-00516.parquet,163083717,0.152
chunk_28-00177-of-00516.parquet,170269705,0.159
chunk_28-00178-of-00516.parquet,177796977,0.166
chunk_28-00179-of-00516.parquet,183208404,0.171
chunk_28-00180-of-00516.parquet,182811858,0.17
chunk_28-00181-of-00516.parquet,196212956,0.183
chunk_28-00182-of-00516.parquet,190454941,0.177
chunk_28-00183-of-00516.parquet,197052349,0.184
chunk_28-00184-of-00516.parquet,189832148,0.177
chunk_28-00185-of-00516.parquet,188859260,0.176
chunk_28-00186-of-00516.parquet,181385321,0.169
chunk_28-00187-of-00516.parquet,182211397,0.17
chunk_28-00188-of-00516.parquet,175634731,0.164
chunk_28-00189-of-00516.parquet,170344057,0.159
chunk_28-00190-of-00516.parquet,151444701,0.141
chunk_28-00191-of-00516.parquet,132349139,0.123
chunk_28-00192-of-00516.parquet,124305332,0.116
chunk_28-00193-of-00516.parquet,131372390,0.122
chunk_28-00194-of-00516.parquet,135624207,0.126
chunk_28-00195-of-00516.parquet,157202265,0.146
chunk_28-00196-of-00516.parquet,163152322,0.152
chunk_28-00197-of-00516.parquet,159608205,0.149
chunk_28-00198-of-00516.parquet,168003189,0.156
chunk_28-00199-of-00516.parquet,178463570,0.166
chunk_28-00200-of-00516.parquet,164178737,0.153
chunk_28-00201-of-00516.parquet,166184866,0.155
chunk_28-00202-of-00516.parquet,168072835,0.157
chunk_28-00203-of-00516.parquet,159020055,0.148
chunk_28-00204-of-00516.parquet,153119408,0.143
chunk_28-00205-of-00516.parquet,165693506,0.154
chunk_28-00206-of-00516.parquet,157165347,0.146
chunk_28-00207-of-00516.parquet,172178132,0.16
chunk_28-00208-of-00516.parquet,162880039,0.152
chunk_28-00209-of-00516.parquet,175328534,0.163
chunk_28-00210-of-00516.parquet,180077962,0.168
chunk_28-00211-of-00516.parquet,180598236,0.168
chunk_28-00212-of-00516.parquet,191568461,0.178
chunk_28-00213-of-00516.parquet,196465555,0.183
chunk_28-00214-of-00516.parquet,218556376,0.204
chunk_28-00215-of-00516.parquet,190465083,0.177
chunk_28-00216-of-00516.parquet,222954962,0.208
chunk_28-00217-of-00516.parquet,200116884,0.186
chunk_28-00218-of-00516.parquet,211901967,0.197
chunk_28-00219-of-00516.parquet,195915630,0.182
chunk_28-00220-of-00516.parquet,181114338,0.169
chunk_28-00221-of-00516.parquet,169403286,0.158
chunk_28-00222-of-00516.parquet,168376630,0.157
chunk_28-00223-of-00516.parquet,171790679,0.16
chunk_28-00224-of-00516.parquet,185325323,0.173
chunk_28-00225-of-00516.parquet,179654459,0.167
chunk_28-00226-of-00516.parquet,187341762,0.174
chunk_28-00227-of-00516.parquet,177406589,0.165
chunk_28-00228-of-00516.parquet,187376409,0.175
chunk_28-00229-of-00516.parquet,178923171,0.167
chunk_28-00230-of-00516.parquet,174448238,0.162
chunk_28-00231-of-00516.parquet,166187900,0.155
chunk_28-00232-of-00516.parquet,181020019,0.169
chunk_28-00233-of-00516.parquet,182988246,0.17
chunk_28-00234-of-00516.parquet,180542892,0.168
chunk_28-00235-of-00516.parquet,180131629,0.168
chunk_28-00236-of-00516.parquet,173151354,0.161
chunk_28-00237-of-00516.parquet,178619974,0.166
chunk_28-00238-of-00516.parquet,170644591,0.159
chunk_28-00239-of-00516.parquet,171063378,0.159
chunk_28-00240-of-00516.parquet,173559345,0.162
chunk_28-00241-of-00516.parquet,172761188,0.161
chunk_28-00242-of-00516.parquet,169719821,0.158
chunk_28-00243-of-00516.parquet,180821200,0.168
chunk_28-00244-of-00516.parquet,176482184,0.164
chunk_28-00245-of-00516.parquet,161852771,0.151
chunk_28-00246-of-00516.parquet,159345947,0.148
chunk_28-00247-of-00516.parquet,157499743,0.147
chunk_28-00248-of-00516.parquet,143265628,0.133
chunk_28-00249-of-00516.parquet,139967445,0.13
chunk_28-00250-of-00516.parquet,147441672,0.137
chunk_28-00251-of-00516.parquet,158587243,0.148
chunk_28-00252-of-00516.parquet,151163524,0.141
chunk_28-00253-of-00516.parquet,174086957,0.162
chunk_28-00254-of-00516.parquet,180567634,0.168
chunk_28-00255-of-00516.parquet,171901259,0.16
chunk_28-00256-of-00516.parquet,180045766,0.168
chunk_28-00257-of-00516.parquet,182074565,0.17
chunk_28-00258-of-00516.parquet,173952173,0.162
chunk_28-00259-of-00516.parquet,176778003,0.165
chunk_28-00260-of-00516.parquet,172744081,0.161
chunk_28-00261-of-00516.parquet,144473758,0.135
chunk_28-00262-of-00516.parquet,164587128,0.153
chunk_28-00263-of-00516.parquet,143106614,0.133
chunk_28-00264-of-00516.parquet,158390528,0.148
chunk_28-00265-of-00516.parquet,145123245,0.135
chunk_28-00266-of-00516.parquet,138935614,0.129
chunk_28-00267-of-00516.parquet,138294096,0.129
chunk_28-00268-of-00516.parquet,137279921,0.128
chunk_28-00269-of-00516.parquet,135200029,0.126
chunk_28-00270-of-00516.parquet,128776876,0.12
chunk_28-00271-of-00516.parquet,134507685,0.125
chunk_28-00272-of-00516.parquet,152870897,0.142
chunk_28-00273-of-00516.parquet,156313459,0.146
chunk_28-00274-of-00516.parquet,161645420,0.151
chunk_28-00275-of-00516.parquet,169061462,0.157
chunk_28-00276-of-00516.parquet,165789193,0.154
chunk_28-00277-of-00516.parquet,176867671,0.165
chunk_28-00278-of-00516.parquet,165650092,0.154
chunk_28-00279-of-00516.parquet,167889192,0.156
chunk_28-00280-of-00516.parquet,165048731,0.154
chunk_28-00281-of-00516.parquet,169322879,0.158
chunk_28-00282-of-00516.parquet,173546318,0.162
chunk_28-00283-of-00516.parquet,162178511,0.151
chunk_28-00284-of-00516.parquet,171219169,0.159
chunk_28-00285-of-00516.parquet,163262079,0.152
chunk_28-00286-of-00516.parquet,157985507,0.147
chunk_28-00287-of-00516.parquet,166754744,0.155
chunk_28-00288-of-00516.parquet,165916926,0.155
chunk_28-00289-of-00516.parquet,158909842,0.148
chunk_28-00290-of-00516.parquet,162246196,0.151
chunk_28-00291-of-00516.parquet,165129092,0.154
chunk_28-00292-of-00516.parquet,159974077,0.149
chunk_28-00293-of-00516.parquet,161554117,0.15
